#,Name,Disclosure Date,Rank,Check,Description
"318","post/windows/gather/enum_services","","normal","No","Windows Gather Service Info Enumeration"
"319","post/windows/gather/enum_shares","","normal","No","Windows Gather SMB Share Enumeration via Registry"
"320","post/windows/gather/enum_snmp","","normal","No","Windows Gather SNMP Settings"
"321","post/windows/gather/enum_termserv","","normal","No","Windows Gather Terminal Server Client Connection Information Dumper"
"322","post/windows/gather/enum_tokens","","normal","No","Windows Gather Enumerate Domain Admin Tokens (Token Hunter)"
"323","post/windows/gather/enum_tomcat","","normal","No","Windows Gather Apache Tomcat Enumeration"
"324","post/windows/gather/enum_trusted_locations","","normal","No","Windows Gather Microsoft Office Trusted Locations"
"325","post/windows/gather/enum_unattend","","normal","No","Windows Gather Unattended Answer File Enumeration"
"326","post/windows/gather/exchange","","normal","No","Windows Gather Exchange Server Mailboxes"
"327","post/windows/gather/file_from_raw_ntfs","","normal","No","Windows File Gather File from Raw NTFS"
"328","post/windows/gather/forensics/browser_history","","normal","No","Windows Gather Skype, Firefox, and Chrome Artifacts"
"329","post/windows/gather/forensics/duqu_check","","normal","No","Windows Gather Forensics Duqu Registry Check"
"330","post/windows/gather/forensics/enum_drives","","normal","No","Windows Gather Physical Drives and Logical Volumes"
"331","post/windows/gather/forensics/fanny_bmp_check","","normal","No","FannyBMP or DementiaWheel Detection Registry Check"
"332","post/windows/gather/forensics/imager","","normal","No","Windows Gather Forensic Imaging"
"333","post/windows/gather/forensics/nbd_server","","normal","No","Windows Gather Local NBD Server"
"334","post/windows/gather/forensics/recovery_files","","normal","No","Windows Gather Deleted Files Enumeration and Recovering"
"335","post/windows/gather/get_bookmarks","","normal","No","Bookmarked Sites Retriever"
"336","post/windows/gather/hashdump","","normal","No","Windows Gather Local User Account Password Hashes (Registry)"
"337","post/windows/gather/local_admin_search_enum","","normal","No","Windows Gather Local Admin Search"
"338","post/windows/gather/lsa_secrets","","normal","No","Windows Enumerate LSA Secrets"
"339","post/windows/gather/make_csv_orgchart","","normal","No","Generate CSV Organizational Chart Data Using Manager Information"
"340","post/windows/gather/memory_dump","","normal","No","Windows Process Memory Dump"
"341","post/windows/gather/memory_grep","","normal","No","Windows Gather Process Memory Grep"
"342","post/windows/gather/netlm_downgrade","","normal","No","Windows NetLM Downgrade Attack"
"343","post/windows/gather/ntds_grabber","","normal","No","NTDS Grabber"
"344","post/windows/gather/ntds_location","","normal","No","Post Windows Gather NTDS.DIT Location"
"345","post/windows/gather/outlook","","normal","No","Windows Gather Outlook Email Messages"
"346","post/windows/gather/phish_windows_credentials","","normal","No","Windows Gather User Credentials (phishing)"
"347","post/windows/gather/psreadline_history","","normal","No","Windows Gather PSReadline History"
"348","post/windows/gather/resolve_sid","","normal","No","Windows Gather Local User Account SID Lookup"
"349","post/windows/gather/screen_spy","","normal","No","Windows Gather Screen Spy"
"350","post/windows/gather/smart_hashdump","","normal","No","Windows Gather Local and Domain Controller Account Password Hashes"
"351","post/windows/gather/tcpnetstat","","normal","No","Windows Gather TCP Netstat"
"352","post/windows/gather/usb_history","","normal","No","Windows Gather USB Drive History"
"353","post/windows/gather/win_privs","","normal","No","Windows Gather Privileges Enumeration"
"354","post/windows/gather/wmic_command","","normal","No","Windows Gather Run WMIC Commands"
"355","post/windows/gather/word_unc_injector","","normal","No","Windows Gather Microsoft Office Word UNC Path Injector"
"356","post/windows/manage/add_user","","normal","No","Windows Manage Add User to the Domain and/or to a Domain Group"
"357","post/windows/manage/archmigrate","","normal","No","Architecture Migrate"
"358","post/windows/manage/change_password","","normal","No","Windows Manage Change Password"
"359","post/windows/manage/clone_proxy_settings","","normal","No","Windows Manage Proxy Setting Cloner"
"360","post/windows/manage/delete_user","","normal","No","Windows Manage Local User Account Deletion"
"361","post/windows/manage/dell_memory_protect","","manual","No","Dell DBUtilDrv2.sys Memory Protection Modifier"
"362","post/windows/manage/download_exec","","normal","No","Windows Manage Download and/or Execute"
"363","post/windows/manage/driver_loader","","normal","No","Windows Manage Driver Loader"
"364","post/windows/manage/enable_rdp","","normal","No","Windows Manage Enable Remote Desktop"
"365","post/windows/manage/enable_support_account","","normal","No","Windows Manage Trojanize Support Account"
"366","post/windows/manage/exec_powershell","","normal","No","Windows Powershell Execution Post Module"
"367","post/windows/manage/execute_dotnet_assembly","","normal","No","Execute .net Assembly (x64 only)"
"368","post/windows/manage/forward_pageant","","normal","No","Forward SSH Agent Requests To Remote Pageant"
"369","post/windows/manage/hashcarve","","normal","No","Windows Local User Account Hash Carver"
"370","post/windows/manage/ie_proxypac","","normal","No","Windows Manage Proxy PAC File"
"371","post/windows/manage/inject_ca","","normal","No","Windows Manage Certificate Authority Injection"
"372","post/windows/manage/inject_host","","normal","No","Windows Manage Hosts File Injection"
"373","post/windows/manage/install_python","","normal","No","Install Python for Windows"
"374","post/windows/manage/install_ssh","","normal","No","Install OpenSSH for Windows"
"375","post/windows/manage/killav","","normal","No","Windows Post Kill Antivirus and Hips"
"376","post/windows/manage/migrate","","normal","No","Windows Manage Process Migration"
"377","post/windows/manage/mssql_local_auth_bypass","","normal","No","Windows Manage Local Microsoft SQL Server Authorization Bypass"
"378","post/windows/manage/multi_meterpreter_inject","","normal","No","Windows Manage Inject in Memory Multiple Payloads"
"379","post/windows/manage/nbd_server","","normal","No","Windows Manage Local NBD Server for Remote Disks"
"380","post/windows/manage/peinjector","","normal","No","Peinjector"
"381","post/windows/manage/persistence_exe","","normal","No","Windows Manage Persistent EXE Payload Installer"
"382","post/windows/manage/portproxy","","normal","No","Windows Manage Set Port Forwarding With PortProxy"
"383","post/windows/manage/powershell/build_net_code","2012-08-14","excellent","No","Powershell .NET Compiler"
"384","post/windows/manage/powershell/exec_powershell","","normal","No","Windows Manage PowerShell Download and/or Execute"
"385","post/windows/manage/powershell/load_script","","normal","No","Load Scripts Into PowerShell Session"
"386","post/windows/manage/pptp_tunnel","","normal","No","Windows Manage Remote Point-to-Point Tunneling Protocol"
"387","post/windows/manage/priv_migrate","","normal","No","Windows Manage Privilege Based Process Migration"
"388","post/windows/manage/pxeexploit","","normal","No","Windows Manage PXE Exploit Server"
"389","post/windows/manage/reflective_dll_inject","","normal","No","Windows Manage Reflective DLL Injection Module"
"390","post/windows/manage/remove_ca","","normal","No","Windows Manage Certificate Authority Removal"
"391","post/windows/manage/remove_host","","normal","No","Windows Manage Host File Entry Removal"
"392","post/windows/manage/rid_hijack","","normal","No","Windows Manage RID Hijacking"
"393","post/windows/manage/rollback_defender_signatures","","normal","No","Disable Windows Defender Signatures"
"394","post/windows/manage/rpcapd_start","","normal","No","Windows Manage Remote Packet Capture Service Starter"
"395","post/windows/manage/run_as","","normal","No","Windows Manage Run Command As User"
"396","post/windows/manage/run_as_psh","","normal","No","Windows 'Run As' Using Powershell"
"397","post/windows/manage/sdel","","normal","No","Windows Manage Safe Delete"
"398","post/windows/manage/shellcode_inject","","normal","No","Windows Manage Memory Shellcode Injection Module"
"399","post/windows/manage/sshkey_persistence","","good","No","SSH Key Persistence"
"400","post/windows/manage/sticky_keys","","normal","No","Sticky Keys Persistance Module"
"401","post/windows/manage/vmdk_mount","","normal","No","Windows Manage VMDK Mount Drive"
"402","post/windows/manage/vss","","normal","No","Windows Manage Volume Shadow Copies"
"403","post/windows/manage/wdigest_caching","","normal","No","Windows Post Manage WDigest Credential Caching"
"404","post/windows/manage/webcam","","normal","No","Windows Manage Webcam"
"405","post/windows/recon/computer_browser_discovery","","normal","No","Windows Recon Computer Browser Discovery"
"406","post/windows/recon/outbound_ports","","normal","No","Windows Outbound-Filtering Rules"
"407","post/windows/wlan/wlan_bss_list","","normal","No","Windows Gather Wireless BSS Info"
"408","post/windows/wlan/wlan_current_connection","","normal","No","Windows Gather Wireless Current Connection Info"
"409","post/windows/wlan/wlan_disconnect","","normal","No","Windows Disconnect Wireless Connection"
"410","post/windows/wlan/wlan_probe_request","","normal","No","Windows Send Probe Request Packets"
"411","post/windows/wlan/wlan_profile","","normal","No","Windows Gather Wireless Profile"
